SYSTEM,FORM,TYPE,MEASURAND,VALUE,STDEV,UNIT,REFERENCE/AUTHOR
4-Hydroxy-Acetophenone,Form 1,SCXRD,lattice_a,1.1372,0.0009,nm,10.1021/jacs.9b06634
