Identifier, Property    (T/K), Value (J K-1 mol-1),"		 Std"," 	N",    Name,    Reference    ,"	              Comment"
372,337.05,198.22,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
373,337.89,198.51,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
374,338.18,198.27,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
375,339.01,198.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
376,339.84,199.08,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
377,340.65,199.62,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
378,341.46,200.2,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
379,342.26,199.8,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
380,343.05,201.34,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
381,343.84,201.62,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
382,344.63,201.93,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
383,345.4,202.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
384,346.17,202.79,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
385,346.93,203.7,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
386,347.69,204.14,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
387,348.44,204.24,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
388,349.18,204.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
389,349.92,204.31,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
390,350.03,204.87,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
391,350.69,205.41,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
392,351.41,206.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
393,352.13,206.23,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
394,352.84,206.09,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
395,353.54,206.9,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
396,354.23,206.87,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
397,354.92,207.89,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
398,355.6,208.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
399,356.28,208.05,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
400,356.94,208.3,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
401,357.6,209.09,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
402,358.26,209.77,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
403,358.91,209.37,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
404,359.55,210.13,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
405,360.18,209.8,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
406,360.12,209.51,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
407,360.75,209.62,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
408,361.37,210.11,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
409,361.99,210.57,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
410,362.6,211.21,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
411,363.2,211.05,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
412,363.8,212.06,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
413,364.39,212.07,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
414,364.97,212.66,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
415,365.55,213.42,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
416,366.12,213.51,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
417,366.69,213.74,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
418,367.25,214.12,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
419,367.8,214.83,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
420,368.34,214.51,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
421,368.88,214.84,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
422,368.64,214.97,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
423,369.18,215.97,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
424,369.71,216.2,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
425,370.23,216.07,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
426,370.75,217.03,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
427,371.26,217.76,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
428,371.77,217.97,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
429,372.27,218.39,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
430,372.76,219.19,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
431,373.25,219.82,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
