Identifier, Property    (T/K), Value (J K-1 mol-1),"		 Std"," 	N",    Name,    Reference    ,"	              Comment"
212,157.88,107.06,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
213,158.86,107.75,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
214,159.8,108.4,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
215,160.77,109.21,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
216,161.74,108.6,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
217,162.72,109.01,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
218,163.69,109.81,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
219,164.65,110.7,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
220,165.62,111.47,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
221,166.59,111.92,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
222,167.56,112.5,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
223,168.52,112.6,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
224,169.49,113.04,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
225,170.45,113.58,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
226,171.41,114.24,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
227,172.37,115.06,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
228,173.34,116.04,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
229,174.3,116.11,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
230,175.21,116.45,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
231,176.17,117.08,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
232,177.13,117.49,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
233,178.09,117.97,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
234,179.04,118.49,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
235,180,119.37,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
236,180.95,119.79,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
237,181.91,120.01,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
238,182.86,120.44,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
239,183.81,121.42,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
240,184.75,121.43,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
241,185.7,122.13,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
242,186.65,122.94,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
243,187.6,123.22,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
244,188.54,123.42,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
245,189.48,124.22,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
246,190.37,124.6,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
247,191.31,125.07,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
248,192.25,125.65,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
249,193.19,125.86,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
250,194.13,126.43,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
251,195.06,127.63,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
252,196,127.81,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
253,196.94,128.45,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
254,197.87,128.86,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
255,198.81,128.68,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
256,199.74,129.4,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
257,200.92,130.43,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
258,202.35,131.39,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
259,203.77,131.73,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
260,205.19,132.55,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
261,206.62,133.36,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
262,207.97,133.76,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
263,209.39,134.82,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
264,210.8,135.98,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
265,212.22,136.43,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
266,213.63,136.59,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
267,215.04,136.94,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
268,216.45,138.32,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
269,217.85,138.99,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
270,219.25,140.35,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
271,220.66,140.3,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
272,222.05,141.5,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
273,223.45,141.81,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
274,224.84,142.25,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
275,226.23,143.48,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
276,227.61,143.98,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
277,228.99,145.09,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
278,230.27,145.42,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
279,231.64,145.76,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
280,233.02,146.45,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
281,234.39,147.51,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
282,235.76,148.11,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
283,237.12,148.6,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
284,238.48,149.82,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
285,239.84,150.26,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
286,241.2,151.31,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
287,242.54,151.6,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
288,243.89,152.74,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
289,245.23,152.62,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
290,246.58,153.99,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
291,247.92,154.4,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
292,249.26,154.93,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
293,250.59,155.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
294,251.78,156.27,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
295,253.11,156.76,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
296,254.43,157.18,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
297,255.76,158.12,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
298,257.06,159.27,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
299,258.37,159.53,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
300,259.68,160.19,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
301,260.98,161.04,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
302,262.29,161.44,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
303,263.58,162.19,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
304,264.88,163.48,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
305,266.15,163.67,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
306,267.44,164.01,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
307,268.72,165.19,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
308,270,165.9,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
309,271.28,166.35,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
310,272.38,166.77,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
311,273.64,167.1,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
312,274.91,168.32,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
313,276.17,168.93,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
314,277.42,169.72,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
315,278.68,170.44,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
316,279.92,170.99,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
317,281.17,171.53,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
318,282.41,171.75,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
319,283.64,172.55,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
320,284.87,173.39,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
321,286.09,173.91,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
322,287.32,174.07,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
323,288.53,175.54,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
324,289.74,175.79,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
325,290.95,176.47,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
326,291.92,176.46,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
327,293.12,177.46,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
328,294.32,177.81,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
329,295.5,178.41,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
330,296.69,178.56,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
331,297.86,179.49,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
332,299.04,180.3,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
333,300.21,180.83,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
334,301.37,181.71,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
335,302.44,182.02,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
336,303.51,182.64,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
337,304.57,183.26,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
338,305.62,183.44,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
339,306.67,184.57,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
340,307.72,184.1,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
341,308.75,185.09,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
342,309.4,184.96,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
343,310.43,186.09,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
344,311.45,186.42,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
345,312.47,186.91,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
346,313.48,187.45,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
347,314.48,187.58,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
348,315.48,187.88,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
349,316.47,188.23,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
350,317.45,188.91,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
351,318.43,189.67,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
352,319.4,189.78,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
353,320.36,190.56,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
354,321.32,190.34,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
355,322.27,191.12,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
356,323.22,191.52,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
357,324.16,191.71,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
358,324.63,191.78,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
359,325.56,192.78,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
360,326.49,193.16,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
361,327.4,193.78,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
362,328.31,194.2,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
363,329.21,194.06,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
364,330.11,194.47,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
365,331,195.06,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
366,331.88,195.78,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
367,332.76,195.98,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
368,333.63,196.22,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
369,334.5,196.84,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
370,335.35,197.18,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
371,336.21,197.62,,,"Cryst. Growth Des. 2017, 17, 1918-1932",https://doi.org/10.1021/acs.cgd.6b01876,Adiabatic Calorimetry / After cr II --> cr I transition
